Date;Lat;Lon
14/06/2020;44.17603333;13.1207
20/06/2020;44.17603333;13.1207
12/07/2020;44.00706667;13.19171667
26/07/2020;44.12694444;12.89472222
01/08/2020;44.00706667;13.19171667
16/08/2020;44.17603333;13.1207
